,name,y_pred,y_true
32,data\frames\test_data\images\seq_001633.jpg,29.169015884399414,45.597007751464844
33,data\frames\test_data\images\seq_001634.jpg,29.156299591064453,44.519020080566406
34,data\frames\test_data\images\seq_001635.jpg,29.170616149902344,43.92569351196289
35,data\frames\test_data\images\seq_001636.jpg,29.180322647094727,40.960350036621094
36,data\frames\test_data\images\seq_001637.jpg,29.16310691833496,44.95841598510742
37,data\frames\test_data\images\seq_001638.jpg,29.176652908325195,40.71527099609375
38,data\frames\test_data\images\seq_001639.jpg,29.22895050048828,44.87874984741211
39,data\frames\test_data\images\seq_001640.jpg,29.272964477539062,42.9427490234375
40,data\frames\test_data\images\seq_001641.jpg,29.16645622253418,39.48670959472656
41,data\frames\test_data\images\seq_001642.jpg,29.16234588623047,39.914756774902344
42,data\frames\test_data\images\seq_001643.jpg,29.075271606445312,43.28776168823242
43,data\frames\test_data\images\seq_001644.jpg,29.075424194335938,44.707210540771484
44,data\frames\test_data\images\seq_001645.jpg,29.126445770263672,43.64540481567383
45,data\frames\test_data\images\seq_001646.jpg,29.157726287841797,43.484375
46,data\frames\test_data\images\seq_001647.jpg,29.26328468322754,43.709075927734375
47,data\frames\test_data\images\seq_001648.jpg,29.194271087646484,43.5748176574707
48,data\frames\test_data\images\seq_001649.jpg,29.0939998626709,40.999141693115234
49,data\frames\test_data\images\seq_001650.jpg,29.36041259765625,43.61430358886719
50,data\frames\test_data\images\seq_001651.jpg,29.362699508666992,47.255592346191406
51,data\frames\test_data\images\seq_001652.jpg,29.44637680053711,46.34922409057617
52,data\frames\test_data\images\seq_001653.jpg,29.480865478515625,43.20238494873047
53,data\frames\test_data\images\seq_001654.jpg,29.302309036254883,37.523685455322266
54,data\frames\test_data\images\seq_001655.jpg,29.26498031616211,40.928436279296875
55,data\frames\test_data\images\seq_001656.jpg,29.39029312133789,42.61977767944336
56,data\frames\test_data\images\seq_001657.jpg,29.384239196777344,38.32835006713867
57,data\frames\test_data\images\seq_001658.jpg,29.376747131347656,39.52467727661133
58,data\frames\test_data\images\seq_001659.jpg,29.274059295654297,37.485389709472656
59,data\frames\test_data\images\seq_001660.jpg,29.16941261291504,33.861663818359375
60,data\frames\test_data\images\seq_001661.jpg,29.06595230102539,36.81196975708008
61,data\frames\test_data\images\seq_001662.jpg,28.991535186767578,34.81219482421875
62,data\frames\test_data\images\seq_001663.jpg,29.011960983276367,32.73622512817383
63,data\frames\test_data\images\seq_001664.jpg,29.027725219726562,35.79843521118164
64,data\frames\test_data\images\seq_001665.jpg,29.148338317871094,35.9730110168457
65,data\frames\test_data\images\seq_001666.jpg,29.14348793029785,33.40727233886719
66,data\frames\test_data\images\seq_001667.jpg,29.145118713378906,31.909156799316406
67,data\frames\test_data\images\seq_001668.jpg,29.075286865234375,27.79898452758789
68,data\frames\test_data\images\seq_001669.jpg,29.06788444519043,26.62173080444336
69,data\frames\test_data\images\seq_001670.jpg,28.947172164916992,28.96950340270996
70,data\frames\test_data\images\seq_001671.jpg,29.05515480041504,31.376853942871094
71,data\frames\test_data\images\seq_001672.jpg,29.03824806213379,26.730880737304688
72,data\frames\test_data\images\seq_001673.jpg,29.153942108154297,29.597490310668945
73,data\frames\test_data\images\seq_001674.jpg,29.204710006713867,27.841102600097656
74,data\frames\test_data\images\seq_001675.jpg,29.140119552612305,30.45656967163086
75,data\frames\test_data\images\seq_001676.jpg,29.14832305908203,27.335161209106445
76,data\frames\test_data\images\seq_001677.jpg,29.047197341918945,27.81918716430664
77,data\frames\test_data\images\seq_001678.jpg,29.076519012451172,26.831497192382812
78,data\frames\test_data\images\seq_001679.jpg,29.084842681884766,27.628713607788086
79,data\frames\test_data\images\seq_001680.jpg,29.119035720825195,28.451351165771484
80,data\frames\test_data\images\seq_001681.jpg,29.178970336914062,30.79340362548828
81,data\frames\test_data\images\seq_001682.jpg,29.04715347290039,31.395889282226562
82,data\frames\test_data\images\seq_001683.jpg,29.04906463623047,29.60040855407715
83,data\frames\test_data\images\seq_001684.jpg,29.128206253051758,30.536623001098633
84,data\frames\test_data\images\seq_001685.jpg,29.088289260864258,30.6446533203125
85,data\frames\test_data\images\seq_001686.jpg,29.106884002685547,29.006500244140625
86,data\frames\test_data\images\seq_001687.jpg,29.149932861328125,29.19045066833496
87,data\frames\test_data\images\seq_001688.jpg,28.993276596069336,25.511295318603516
88,data\frames\test_data\images\seq_001689.jpg,28.965473175048828,25.192012786865234
89,data\frames\test_data\images\seq_001690.jpg,28.969207763671875,22.76271629333496
90,data\frames\test_data\images\seq_001691.jpg,28.98609733581543,24.518444061279297
91,data\frames\test_data\images\seq_001692.jpg,29.028228759765625,26.58618927001953
92,data\frames\test_data\images\seq_001693.jpg,28.983497619628906,25.493988037109375
93,data\frames\test_data\images\seq_001694.jpg,29.01207733154297,24.49424934387207
94,data\frames\test_data\images\seq_001695.jpg,29.01080894470215,23.419294357299805
95,data\frames\test_data\images\seq_001696.jpg,28.974761962890625,21.869029998779297
96,data\frames\test_data\images\seq_001697.jpg,28.893945693969727,19.53432846069336
97,data\frames\test_data\images\seq_001698.jpg,28.823158264160156,19.903005599975586
98,data\frames\test_data\images\seq_001699.jpg,28.8533878326416,19.694276809692383
99,data\frames\test_data\images\seq_001700.jpg,28.91716957092285,19.746259689331055
100,data\frames\test_data\images\seq_001701.jpg,28.94355010986328,20.483596801757812
101,data\frames\test_data\images\seq_001702.jpg,28.93686294555664,20.51398277282715
102,data\frames\test_data\images\seq_001703.jpg,28.889490127563477,20.53099250793457
103,data\frames\test_data\images\seq_001704.jpg,29.00757598876953,21.134723663330078
104,data\frames\test_data\images\seq_001705.jpg,29.18804168701172,25.081348419189453
105,data\frames\test_data\images\seq_001706.jpg,29.154953002929688,26.190446853637695
106,data\frames\test_data\images\seq_001707.jpg,29.1401309967041,29.627702713012695
107,data\frames\test_data\images\seq_001708.jpg,29.28318977355957,29.77708625793457
108,data\frames\test_data\images\seq_001709.jpg,29.21135902404785,33.8482780456543
109,data\frames\test_data\images\seq_001710.jpg,29.14224624633789,28.5317325592041
110,data\frames\test_data\images\seq_001711.jpg,29.16436767578125,29.982036590576172
111,data\frames\test_data\images\seq_001712.jpg,29.235599517822266,31.555927276611328
112,data\frames\test_data\images\seq_001713.jpg,29.186676025390625,28.61557960510254
113,data\frames\test_data\images\seq_001714.jpg,29.214733123779297,30.556604385375977
114,data\frames\test_data\images\seq_001715.jpg,29.332246780395508,34.82294464111328
115,data\frames\test_data\images\seq_001716.jpg,29.31551742553711,34.237369537353516
116,data\frames\test_data\images\seq_001717.jpg,29.18743896484375,33.059085845947266
117,data\frames\test_data\images\seq_001718.jpg,29.155513763427734,35.0073356628418
118,data\frames\test_data\images\seq_001719.jpg,29.12133026123047,35.75606918334961
119,data\frames\test_data\images\seq_001720.jpg,29.06313705444336,31.40403175354004
120,data\frames\test_data\images\seq_001721.jpg,29.034578323364258,36.67979431152344
121,data\frames\test_data\images\seq_001722.jpg,29.015615463256836,30.583066940307617
122,data\frames\test_data\images\seq_001723.jpg,28.98565673828125,26.579971313476562
123,data\frames\test_data\images\seq_001724.jpg,29.02044677734375,27.246191024780273
124,data\frames\test_data\images\seq_001725.jpg,28.97801399230957,26.697465896606445
125,data\frames\test_data\images\seq_001726.jpg,29.019298553466797,24.974103927612305
126,data\frames\test_data\images\seq_001727.jpg,28.98847198486328,26.3629093170166
127,data\frames\test_data\images\seq_001728.jpg,28.906356811523438,26.370277404785156
128,data\frames\test_data\images\seq_001729.jpg,28.919750213623047,31.273590087890625
129,data\frames\test_data\images\seq_001730.jpg,28.916872024536133,31.580984115600586
130,data\frames\test_data\images\seq_001731.jpg,28.985380172729492,30.536136627197266
131,data\frames\test_data\images\seq_001732.jpg,28.92731475830078,25.919851303100586
132,data\frames\test_data\images\seq_001733.jpg,28.891693115234375,25.634172439575195
133,data\frames\test_data\images\seq_001734.jpg,28.908416748046875,24.99810218811035
134,data\frames\test_data\images\seq_001735.jpg,28.917312622070312,24.95319366455078
135,data\frames\test_data\images\seq_001736.jpg,28.877397537231445,27.568782806396484
136,data\frames\test_data\images\seq_001737.jpg,28.85324478149414,27.867151260375977
137,data\frames\test_data\images\seq_001738.jpg,28.93164825439453,26.871904373168945
138,data\frames\test_data\images\seq_001739.jpg,28.923826217651367,29.943506240844727
139,data\frames\test_data\images\seq_001740.jpg,29.04282569885254,32.56090545654297
140,data\frames\test_data\images\seq_001741.jpg,28.97949981689453,33.97368240356445
141,data\frames\test_data\images\seq_001742.jpg,28.981430053710938,30.976646423339844
142,data\frames\test_data\images\seq_001743.jpg,28.985769271850586,29.996618270874023
143,data\frames\test_data\images\seq_001744.jpg,28.95330810546875,35.735347747802734
144,data\frames\test_data\images\seq_001745.jpg,29.02706527709961,32.46733474731445
145,data\frames\test_data\images\seq_001746.jpg,29.022550582885742,32.94012451171875
146,data\frames\test_data\images\seq_001747.jpg,29.047855377197266,34.98573303222656
147,data\frames\test_data\images\seq_001748.jpg,29.035995483398438,32.85597229003906
148,data\frames\test_data\images\seq_001749.jpg,29.08547592163086,32.98625183105469
149,data\frames\test_data\images\seq_001750.jpg,29.15030860900879,28.372880935668945
150,data\frames\test_data\images\seq_001751.jpg,29.281160354614258,31.401325225830078
151,data\frames\test_data\images\seq_001752.jpg,29.18988037109375,30.1142520904541
152,data\frames\test_data\images\seq_001753.jpg,29.14974594116211,29.474897384643555
153,data\frames\test_data\images\seq_001754.jpg,29.090129852294922,29.478893280029297
154,data\frames\test_data\images\seq_001755.jpg,29.109033584594727,28.54020881652832
155,data\frames\test_data\images\seq_001756.jpg,29.154300689697266,32.59204864501953
156,data\frames\test_data\images\seq_001757.jpg,29.203723907470703,38.137474060058594
157,data\frames\test_data\images\seq_001758.jpg,29.276653289794922,39.94579315185547
158,data\frames\test_data\images\seq_001759.jpg,29.236286163330078,40.36296463012695
159,data\frames\test_data\images\seq_001760.jpg,29.145877838134766,38.81330108642578
160,data\frames\test_data\images\seq_001761.jpg,29.2237606048584,36.61481857299805
161,data\frames\test_data\images\seq_001762.jpg,29.091106414794922,37.710086822509766
162,data\frames\test_data\images\seq_001763.jpg,29.063892364501953,33.58577346801758
163,data\frames\test_data\images\seq_001764.jpg,29.080848693847656,32.93766784667969
164,data\frames\test_data\images\seq_001765.jpg,29.137584686279297,31.206815719604492
165,data\frames\test_data\images\seq_001766.jpg,29.165367126464844,33.314762115478516
166,data\frames\test_data\images\seq_001767.jpg,29.076248168945312,29.45351791381836
167,data\frames\test_data\images\seq_001768.jpg,29.023996353149414,32.71631622314453
168,data\frames\test_data\images\seq_001769.jpg,28.953750610351562,34.94757843017578
169,data\frames\test_data\images\seq_001770.jpg,28.93137550354004,36.88218688964844
170,data\frames\test_data\images\seq_001771.jpg,28.939971923828125,34.86049270629883
171,data\frames\test_data\images\seq_001772.jpg,28.969614028930664,34.51503372192383
172,data\frames\test_data\images\seq_001773.jpg,28.938812255859375,35.55039978027344
173,data\frames\test_data\images\seq_001774.jpg,28.9349422454834,33.413944244384766
174,data\frames\test_data\images\seq_001775.jpg,28.95642852783203,32.408504486083984
175,data\frames\test_data\images\seq_001776.jpg,29.040233612060547,31.42374610900879
176,data\frames\test_data\images\seq_001777.jpg,29.03697967529297,31.662982940673828
177,data\frames\test_data\images\seq_001778.jpg,29.05536651611328,31.853605270385742
178,data\frames\test_data\images\seq_001779.jpg,29.110614776611328,31.78652572631836
179,data\frames\test_data\images\seq_001780.jpg,29.07928466796875,31.649131774902344
180,data\frames\test_data\images\seq_001781.jpg,29.150501251220703,33.903404235839844
181,data\frames\test_data\images\seq_001782.jpg,29.15904998779297,33.845001220703125
182,data\frames\test_data\images\seq_001783.jpg,29.0411319732666,31.664737701416016
183,data\frames\test_data\images\seq_001784.jpg,29.070053100585938,32.99481964111328
184,data\frames\test_data\images\seq_001785.jpg,29.112741470336914,35.65912628173828
185,data\frames\test_data\images\seq_001786.jpg,29.033716201782227,34.201141357421875
186,data\frames\test_data\images\seq_001787.jpg,29.021480560302734,30.085208892822266
187,data\frames\test_data\images\seq_001788.jpg,29.116579055786133,31.533740997314453
188,data\frames\test_data\images\seq_001789.jpg,28.982982635498047,31.828256607055664
189,data\frames\test_data\images\seq_001790.jpg,29.063304901123047,30.650348663330078
190,data\frames\test_data\images\seq_001791.jpg,29.008373260498047,29.75942039489746
191,data\frames\test_data\images\seq_001792.jpg,29.06621551513672,31.896137237548828
192,data\frames\test_data\images\seq_001793.jpg,29.112747192382812,33.54005432128906
193,data\frames\test_data\images\seq_001794.jpg,29.137496948242188,36.98067855834961
194,data\frames\test_data\images\seq_001795.jpg,29.230615615844727,38.79703140258789
195,data\frames\test_data\images\seq_001796.jpg,29.19977569580078,39.662635803222656
196,data\frames\test_data\images\seq_001797.jpg,29.168018341064453,36.273155212402344
197,data\frames\test_data\images\seq_001798.jpg,29.108821868896484,37.59401321411133
198,data\frames\test_data\images\seq_001799.jpg,29.19485092163086,41.812408447265625
199,data\frames\test_data\images\seq_001800.jpg,29.192520141601562,37.78981399536133
200,data\frames\test_data\images\seq_001801.jpg,29.24969482421875,36.63420486450195
201,data\frames\test_data\images\seq_001802.jpg,29.279064178466797,37.360870361328125
202,data\frames\test_data\images\seq_001803.jpg,29.2477970123291,36.580074310302734
203,data\frames\test_data\images\seq_001804.jpg,29.19629669189453,33.228004455566406
204,data\frames\test_data\images\seq_001805.jpg,29.21053123474121,36.34423828125
205,data\frames\test_data\images\seq_001806.jpg,29.206619262695312,35.940940856933594
206,data\frames\test_data\images\seq_001807.jpg,29.216392517089844,40.464481353759766
207,data\frames\test_data\images\seq_001808.jpg,29.185035705566406,43.54875946044922
208,data\frames\test_data\images\seq_001809.jpg,29.089853286743164,44.92738723754883
209,data\frames\test_data\images\seq_001810.jpg,29.083276748657227,43.9188232421875
210,data\frames\test_data\images\seq_001811.jpg,29.023174285888672,40.85590744018555
211,data\frames\test_data\images\seq_001812.jpg,29.09294891357422,42.80733871459961
212,data\frames\test_data\images\seq_001813.jpg,29.174169540405273,43.52437210083008
213,data\frames\test_data\images\seq_001814.jpg,29.17905044555664,37.26417541503906
214,data\frames\test_data\images\seq_001815.jpg,29.050344467163086,36.05305862426758
215,data\frames\test_data\images\seq_001816.jpg,29.007190704345703,32.71491622924805
216,data\frames\test_data\images\seq_001817.jpg,28.949607849121094,31.511646270751953
217,data\frames\test_data\images\seq_001818.jpg,28.99578094482422,30.796722412109375
218,data\frames\test_data\images\seq_001819.jpg,29.015432357788086,30.336259841918945
219,data\frames\test_data\images\seq_001820.jpg,29.087677001953125,27.62852668762207
220,data\frames\test_data\images\seq_001821.jpg,29.018640518188477,29.834856033325195
221,data\frames\test_data\images\seq_001822.jpg,29.235336303710938,33.09070587158203
222,data\frames\test_data\images\seq_001823.jpg,29.25876235961914,34.526798248291016
223,data\frames\test_data\images\seq_001824.jpg,29.23293113708496,31.61968994140625
224,data\frames\test_data\images\seq_001825.jpg,29.245866775512695,31.67362403869629
225,data\frames\test_data\images\seq_001826.jpg,29.24862289428711,31.652711868286133
226,data\frames\test_data\images\seq_001827.jpg,29.083974838256836,29.948257446289062
227,data\frames\test_data\images\seq_001828.jpg,29.026365280151367,26.862354278564453
228,data\frames\test_data\images\seq_001829.jpg,29.03349494934082,28.82238006591797
229,data\frames\test_data\images\seq_001830.jpg,28.92803192138672,28.972187042236328
230,data\frames\test_data\images\seq_001831.jpg,29.061237335205078,29.970617294311523
231,data\frames\test_data\images\seq_001832.jpg,29.198978424072266,34.44713592529297
232,data\frames\test_data\images\seq_001833.jpg,29.342220306396484,39.801490783691406
233,data\frames\test_data\images\seq_001834.jpg,29.19070816040039,40.958641052246094
234,data\frames\test_data\images\seq_001835.jpg,29.202953338623047,43.88179397583008
235,data\frames\test_data\images\seq_001836.jpg,29.158058166503906,41.872528076171875
236,data\frames\test_data\images\seq_001837.jpg,29.15082550048828,35.49331283569336
237,data\frames\test_data\images\seq_001838.jpg,29.213552474975586,35.536712646484375
238,data\frames\test_data\images\seq_001839.jpg,29.25621795654297,36.18483352661133
239,data\frames\test_data\images\seq_001840.jpg,29.149690628051758,34.988182067871094
240,data\frames\test_data\images\seq_001841.jpg,29.124473571777344,36.533836364746094
241,data\frames\test_data\images\seq_001842.jpg,29.220836639404297,40.54154586791992
242,data\frames\test_data\images\seq_001843.jpg,29.02060317993164,39.33516311645508
243,data\frames\test_data\images\seq_001844.jpg,29.171165466308594,39.682029724121094
244,data\frames\test_data\images\seq_001845.jpg,29.308246612548828,40.34025192260742
245,data\frames\test_data\images\seq_001846.jpg,29.377944946289062,39.81993865966797
246,data\frames\test_data\images\seq_001847.jpg,29.4534912109375,40.69676208496094
247,data\frames\test_data\images\seq_001848.jpg,29.347124099731445,44.20456314086914
248,data\frames\test_data\images\seq_001849.jpg,29.31947135925293,41.752723693847656
249,data\frames\test_data\images\seq_001850.jpg,29.347156524658203,37.8707389831543
250,data\frames\test_data\images\seq_001851.jpg,29.17291831970215,35.570308685302734
251,data\frames\test_data\images\seq_001852.jpg,29.135637283325195,32.54954528808594
252,data\frames\test_data\images\seq_001853.jpg,29.276569366455078,34.70708084106445
253,data\frames\test_data\images\seq_001854.jpg,29.264877319335938,34.725406646728516
254,data\frames\test_data\images\seq_001855.jpg,29.307029724121094,38.315269470214844
255,data\frames\test_data\images\seq_001856.jpg,29.240346908569336,35.83897018432617
256,data\frames\test_data\images\seq_001857.jpg,29.272735595703125,32.9532470703125
257,data\frames\test_data\images\seq_001858.jpg,29.234638214111328,34.92420196533203
258,data\frames\test_data\images\seq_001859.jpg,29.15511703491211,32.82487487792969
259,data\frames\test_data\images\seq_001860.jpg,29.074981689453125,32.95294952392578
260,data\frames\test_data\images\seq_001861.jpg,29.179786682128906,35.82612228393555
261,data\frames\test_data\images\seq_001862.jpg,29.23568344116211,36.4062385559082
262,data\frames\test_data\images\seq_001863.jpg,29.267175674438477,34.29933166503906
263,data\frames\test_data\images\seq_001864.jpg,29.279497146606445,30.771291732788086
264,data\frames\test_data\images\seq_001865.jpg,29.132083892822266,29.738475799560547
265,data\frames\test_data\images\seq_001866.jpg,29.123554229736328,29.35114288330078
266,data\frames\test_data\images\seq_001867.jpg,28.991886138916016,25.60260772705078
267,data\frames\test_data\images\seq_001868.jpg,28.896135330200195,25.403961181640625
268,data\frames\test_data\images\seq_001869.jpg,28.904067993164062,25.61233139038086
269,data\frames\test_data\images\seq_001870.jpg,29.05508041381836,27.324865341186523
270,data\frames\test_data\images\seq_001871.jpg,29.05915069580078,29.62858009338379
271,data\frames\test_data\images\seq_001872.jpg,29.07697296142578,31.746023178100586
272,data\frames\test_data\images\seq_001873.jpg,29.08452033996582,28.65380096435547
273,data\frames\test_data\images\seq_001874.jpg,29.143539428710938,26.438779830932617
274,data\frames\test_data\images\seq_001875.jpg,29.107135772705078,26.90007972717285
275,data\frames\test_data\images\seq_001876.jpg,29.102155685424805,26.359560012817383
276,data\frames\test_data\images\seq_001877.jpg,29.102737426757812,26.322509765625
277,data\frames\test_data\images\seq_001878.jpg,29.061328887939453,25.844938278198242
278,data\frames\test_data\images\seq_001879.jpg,29.004314422607422,29.14478302001953
279,data\frames\test_data\images\seq_001880.jpg,29.016515731811523,30.35834503173828
280,data\frames\test_data\images\seq_001881.jpg,29.01610565185547,29.906307220458984
281,data\frames\test_data\images\seq_001882.jpg,29.075836181640625,29.694095611572266
282,data\frames\test_data\images\seq_001883.jpg,29.114673614501953,32.218360900878906
283,data\frames\test_data\images\seq_001884.jpg,29.174205780029297,34.48833084106445
284,data\frames\test_data\images\seq_001885.jpg,29.17332649230957,31.912437438964844
285,data\frames\test_data\images\seq_001886.jpg,29.112224578857422,32.45855712890625
286,data\frames\test_data\images\seq_001887.jpg,29.03302001953125,28.81026840209961
287,data\frames\test_data\images\seq_001888.jpg,29.040481567382812,25.83234214782715
288,data\frames\test_data\images\seq_001889.jpg,29.08210563659668,29.68931007385254
289,data\frames\test_data\images\seq_001890.jpg,29.07442283630371,27.82755470275879
290,data\frames\test_data\images\seq_001891.jpg,29.17650032043457,28.38959312438965
291,data\frames\test_data\images\seq_001892.jpg,29.123435974121094,27.599905014038086
292,data\frames\test_data\images\seq_001893.jpg,29.114900588989258,26.6016788482666
293,data\frames\test_data\images\seq_001894.jpg,29.068758010864258,25.98849105834961
294,data\frames\test_data\images\seq_001895.jpg,29.024288177490234,28.964584350585938
295,data\frames\test_data\images\seq_001896.jpg,28.977397918701172,29.977706909179688
296,data\frames\test_data\images\seq_001897.jpg,29.001888275146484,29.977628707885742
297,data\frames\test_data\images\seq_001898.jpg,29.056629180908203,26.982873916625977
298,data\frames\test_data\images\seq_001899.jpg,29.071544647216797,29.814538955688477
299,data\frames\test_data\images\seq_001900.jpg,29.089473724365234,31.659826278686523
300,data\frames\test_data\images\seq_001901.jpg,29.303207397460938,32.44919967651367
301,data\frames\test_data\images\seq_001902.jpg,29.276687622070312,33.45243453979492
302,data\frames\test_data\images\seq_001903.jpg,29.244842529296875,30.67693519592285
303,data\frames\test_data\images\seq_001904.jpg,29.168283462524414,29.999191284179688
304,data\frames\test_data\images\seq_001905.jpg,29.08844757080078,27.96660804748535
305,data\frames\test_data\images\seq_001906.jpg,29.111454010009766,30.981412887573242
306,data\frames\test_data\images\seq_001907.jpg,29.09682846069336,32.97500228881836
307,data\frames\test_data\images\seq_001908.jpg,29.18685531616211,32.7286376953125
308,data\frames\test_data\images\seq_001909.jpg,29.171493530273438,28.4270076751709
309,data\frames\test_data\images\seq_001910.jpg,29.202795028686523,29.284961700439453
310,data\frames\test_data\images\seq_001911.jpg,29.198463439941406,28.31816864013672
311,data\frames\test_data\images\seq_001912.jpg,29.199085235595703,28.60183334350586
312,data\frames\test_data\images\seq_001913.jpg,29.264827728271484,34.627113342285156
313,data\frames\test_data\images\seq_001914.jpg,29.332130432128906,33.61858367919922
314,data\frames\test_data\images\seq_001915.jpg,29.37321662902832,32.19898986816406
315,data\frames\test_data\images\seq_001916.jpg,29.185237884521484,30.586193084716797
316,data\frames\test_data\images\seq_001917.jpg,29.160470962524414,31.442203521728516
317,data\frames\test_data\images\seq_001918.jpg,29.22475242614746,35.07474136352539
318,data\frames\test_data\images\seq_001919.jpg,29.11006736755371,38.46968460083008
319,data\frames\test_data\images\seq_001920.jpg,29.16448211669922,35.40829086303711
320,data\frames\test_data\images\seq_001921.jpg,29.214780807495117,34.24281692504883
321,data\frames\test_data\images\seq_001922.jpg,29.074220657348633,27.94974708557129
322,data\frames\test_data\images\seq_001923.jpg,29.03200340270996,28.33407211303711
323,data\frames\test_data\images\seq_001924.jpg,29.01190757751465,25.691164016723633
324,data\frames\test_data\images\seq_001925.jpg,29.040943145751953,23.975189208984375
325,data\frames\test_data\images\seq_001926.jpg,29.166664123535156,27.799333572387695
326,data\frames\test_data\images\seq_001927.jpg,29.1562442779541,30.110734939575195
327,data\frames\test_data\images\seq_001928.jpg,29.21005630493164,28.7592716217041
328,data\frames\test_data\images\seq_001929.jpg,29.257526397705078,28.86879539489746
329,data\frames\test_data\images\seq_001930.jpg,29.203380584716797,29.465036392211914
330,data\frames\test_data\images\seq_001931.jpg,29.162979125976562,31.890588760375977
331,data\frames\test_data\images\seq_001932.jpg,29.008747100830078,28.96701431274414
332,data\frames\test_data\images\seq_001933.jpg,29.04414939880371,29.9843692779541
333,data\frames\test_data\images\seq_001934.jpg,29.040508270263672,29.825469970703125
334,data\frames\test_data\images\seq_001935.jpg,28.98396110534668,27.312408447265625
335,data\frames\test_data\images\seq_001936.jpg,28.99181365966797,24.904666900634766
336,data\frames\test_data\images\seq_001937.jpg,29.00615692138672,28.65660285949707
337,data\frames\test_data\images\seq_001938.jpg,29.01821517944336,25.433698654174805
338,data\frames\test_data\images\seq_001939.jpg,28.969392776489258,24.860464096069336
339,data\frames\test_data\images\seq_001940.jpg,28.954896926879883,27.309906005859375
340,data\frames\test_data\images\seq_001941.jpg,28.894882202148438,24.894515991210938
341,data\frames\test_data\images\seq_001942.jpg,29.038814544677734,24.566041946411133
342,data\frames\test_data\images\seq_001943.jpg,29.094066619873047,23.919708251953125
343,data\frames\test_data\images\seq_001944.jpg,29.182565689086914,23.939697265625
344,data\frames\test_data\images\seq_001945.jpg,29.268550872802734,26.788555145263672
345,data\frames\test_data\images\seq_001946.jpg,29.16815757751465,29.824806213378906
346,data\frames\test_data\images\seq_001947.jpg,29.085216522216797,31.453004837036133
347,data\frames\test_data\images\seq_001948.jpg,29.04006576538086,28.9736385345459
348,data\frames\test_data\images\seq_001949.jpg,29.031906127929688,26.882099151611328
349,data\frames\test_data\images\seq_001950.jpg,29.134563446044922,27.234590530395508
350,data\frames\test_data\images\seq_001951.jpg,29.175086975097656,31.5904483795166
351,data\frames\test_data\images\seq_001952.jpg,29.136707305908203,32.65345764160156
352,data\frames\test_data\images\seq_001953.jpg,29.136821746826172,31.703641891479492
353,data\frames\test_data\images\seq_001954.jpg,29.17157554626465,27.338077545166016
354,data\frames\test_data\images\seq_001955.jpg,29.042926788330078,26.33609390258789
355,data\frames\test_data\images\seq_001956.jpg,29.09648895263672,24.233083724975586
356,data\frames\test_data\images\seq_001957.jpg,29.07823371887207,27.320703506469727
357,data\frames\test_data\images\seq_001958.jpg,29.042285919189453,25.934650421142578
